"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CIIU24UW","journalArticle","2014","Fink, Katherine; Schudson, Michael","The rise of contextual journalism, 1950s–2000s","Journalism","","1464-8849, 1741-3001","10.1177/1464884913479015","https://journals.sagepub.com/doi/10.1177/1464884913479015","Many journalists and other observers remember the 1960s as a watershed moment in American journalism. Do they remember correctly? This essay reviews relevant empirical studies on how US newspapers have changed since the 1950s. There is strong existing evidence that journalists have come to present themselves as more aggressive, that news stories have grown longer, and that journalists are less willing to have politicians and other government officials frame stories and more likely to advance analysis and context on their own. Based on content analysis of the New York Times, Washington Post, and Milwaukee Journal Sentinel, this study finds that the growth in ‘contextual reporting’ has been enormous – from under 10 percent in all three newspapers in 1955 to about 40 percent in 2003; ‘conventional’ news stories on the front page declined from 80–90 percent in all three papers to about 50 percent in all three papers in the same period. What this study calls ‘contextual reporting’ has not been widely recognized (unlike, say, investigative reporting) as a distinctive news genre or news style and this article urges that it receive more attention.","2014-01","2025-04-14 18:37:16","2025-04-14 18:37:16","2025-04-14 18:37:16","3-20","","1","15","","Journalism","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5668EWSS","journalArticle","2011","Biswas, P. K.; Lees, M. R.; Hillier, A. D.; Smith, R. I.; Marshall, W. G.; Paul, D. McK.","Structure and superconductivity of two different phases of Re 3 W","Physical Review B","","1098-0121, 1550-235X","10.1103/PhysRevB.84.184529","https://link.aps.org/doi/10.1103/PhysRevB.84.184529","","2011-11-28","2025-04-14 18:37:16","2025-04-14 18:37:16","2025-04-14 18:37:16","184529","","18","84","","Phys. Rev. B","","","","","","","","en","http://link.aps.org/licenses/aps-default-license","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\ZYRVBHJC\Biswas et al. - 2011 - Structure and superconductivity of two different phases of Re 3 W.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AVDMXKIL","journalArticle","2011","Javaherdashti, Reza","Impact of sulphate-reducing bacteria on the performance of engineering materials","Applied Microbiology and Biotechnology","","0175-7598, 1432-0614","10.1007/s00253-011-3455-4","http://link.springer.com/10.1007/s00253-011-3455-4","","2011-09","2025-04-14 18:37:18","2025-04-14 18:37:18","2025-04-14 18:37:18","1507-1517","","6","91","","Appl Microbiol Biotechnol","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPADKCH5","journalArticle","1840","Howson, H.","Description and drawings","Journal of the Franklin Institute","","00160032","10.1016/S0016-0032(40)91010-9","https://linkinghub.elsevier.com/retrieve/pii/S0016003240910109","","1840-10","2025-04-14 18:37:18","2025-04-14 18:37:18","2025-04-14 18:37:18","284-286","","4","30","","Journal of the Franklin Institute","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGELV47N","journalArticle","1975","Kitagawa, Teizo; Iizuka, Tetsutaro; Saito, Masao; Kyogoku, Yoshimasa","RESONANCE RAMAN SCATTERING FROM HEMOPROTEINS: THE NATURE OF THE BOND BETWEEN THE SIXTH LIGAND AND THE HEME IRON IN FERROUS LOW SPIN DERIVATIVES OF HEMOGLOBIN","Chemistry Letters","","0366-7022, 1348-0715","10.1246/cl.1975.849","https://academic.oup.com/chemlett/article/4/8/849/7409736","Abstract             Classification of the Raman spectra of various hemoproteins including HbNO and HbCNC2H5 suggests that there are two kinds of ferrous low spin states. They are specified by the binding nature of the sixth ligand (L) to heme iron. The Fe–L bond in HbNO and HbCNC2H5 as well as in HbCO and HbO2 is of π type while that in ferrous cytochromes b5 and c is of σ type.","1975-08-05","2025-04-14 18:37:19","2025-04-14 18:37:19","2025-04-14 18:37:19","849-852","","8","4","","","RESONANCE RAMAN SCATTERING FROM HEMOPROTEINS","","","","","","","en","https://academic.oup.com/pages/standard-publication-reuse-rights","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CURNE2RR","journalArticle","1992","Hünig, Siegfried; Koch, Michael","Trimethylsilylcyanid als Umpolungsreagenz, XIX<sup>[1]</sup> Dreikomponentenreaktionen zur Synthese von ungesättigten <b>γ</b> ‐Ketoestern","Chemische Berichte","","0009-2940","10.1002/cber.19921250719","https://chemistry-europe.onlinelibrary.wiley.com/doi/10.1002/cber.19921250719","Trimethylsilyl Cyanide – A Reagent for Umpolung, XIX                 [1]                 . – Unsaturated γ‐Keto Esters by Three‐Component Reactions                                                        Addition products               1a–c               of α,β‐unsaturated aldehydes and trimethylsilyl cyanide are deprotonated and added to methyl acrylate (               2               ). On alkylation with the allylic bromo dienes               3a, b               the intermediate ester enolates yield the final adducts               4aa–4cb               (83–95%). Deprotection transforms these adducts into               5aa‐5cb               (72–98%), which contain the functionalities of an α,β‐unsaturated ketone, a carboxylic ester group, and a diene in the appropriate arrangement for intramolecular Diels‐Alder reactions. Yields between 64 and 79% of               5               are achieved if the reaction sequence               1 + 2 + 3 → 4 → 5               is performed without isolation of               4               .","1992-07","2025-04-14 18:37:22","2025-04-14 18:37:22","2025-04-14 18:37:22","1635-1639","","7","125","","Chem. Ber.","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DQ2G5QK","journalArticle","1833","","Covent-garden measures: To the editors of the Phil. Mag. and Journal of Science","The London, Edinburgh, and Dublin Philosophical Magazine and Journal of Science","","1941-5966, 1941-5974","10.1080/14786443308648098","https://www.tandfonline.com/doi/full/10.1080/14786443308648098","","1833-06","2025-04-14 18:37:23","2025-04-14 18:37:23","2025-04-14 18:37:23","482-482","","12","2","","The London, Edinburgh, and Dublin Philosophical Magazine and Journal of Science","Covent-garden measures","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWCBK4BQ","journalArticle","2014","Noyes","Aesthetic Is the Opposite of Anaesthetic: On Tradition and Attention","Journal of Folklore Research","","07377037","10.2979/jfolkrese.51.2.125","https://muse.jhu.edu/article/557737","","2014","2025-04-14 18:37:24","2025-04-14 18:37:24","2025-04-14 18:37:23","125","","2","51","","Journal of Folklore Research","Aesthetic Is the Opposite of Anaesthetic","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APDMN7LZ","journalArticle","1958","DuShane, Graham","Psychic Income","Science","","0036-8075, 1095-9203","10.1126/science.128.3326.691","https://www.science.org/doi/10.1126/science.128.3326.691","","1958-09-26","2025-04-14 18:37:24","2025-04-14 18:37:24","2025-04-14 18:37:24","691-691","","3326","128","","Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KYLYSUNS","journalArticle","2008","Awan, Z.; Alrasadi, K.; Francis, G.A.; Hegele, R.A.; McPherson, R.; Frohlich, J.; Valenti, D.; De Varennes, B.; Marcil, M.; Gagne, C.; Genest, J.; Couture, P.","Vascular Calcifications in Homozygote Familial Hypercholesterolemia","Arteriosclerosis, Thrombosis, and Vascular Biology","","1079-5642, 1524-4636","10.1161/ATVBAHA.107.160408","https://www.ahajournals.org/doi/10.1161/ATVBAHA.107.160408","Background—                              Patients with homozygous familial hypercholesterolemia (hmzFH) attributable to LDL receptor gene mutations have shown a remarkable increase in survival over the last 20 years. Early onset coronary heart disease (CHD) and calcific aortic valve stenosis are the major complications of this disorder. We now report extensive premature calcification of the aorta in patients with hmzFH.                                                          Methods and Results—                              We examined 25 hmzFH patients from Canada; mean age was 32 years (range 5 to 54), and mean baseline cholesterol before treatment was 19±5 mmol/L (737±206 mg/dL). Aortic calcification was quantified using computed tomography (CT). An elevated mean calcium score was found in patients by age 20 and correlated with age (r               2               =0.53,               P               =0.001). One quarter (24%) of patients underwent aortic valve surgery.                                                          Conclusions—                              We document premature severe aortic calcifications in all adult hmzFH patients studied. These presented considerable surgical management challenges. Strategies to identify and monitor aortic calcification in hmzFH by noninvasive techniques are required, as are clinical trials to determine whether additional or more intensive therapies will prevent the progression of such calcifications. Whether vascular calcifications in hmzFH subjects are related to sustained increases in LDL-C levels or to other mechanisms, such as abnormal osteoblast activity, remains to be determined.                        ,              We examined 25 patients (mean age 32 years; range 5 to 54) with homozygous familial hypercholesterolemia. Baseline cholesterol was 19±5 mmol/L (737±206 mg/dL). We documented premature severe aortic calcifications quantified using computed tomography (CT) in all adult hmzFH patients studied. An elevated mean calcium score was found in patients by age 20.","2008-04","2025-04-14 18:37:25","2025-04-14 18:37:25","2025-04-14 18:37:25","777-785","","4","28","","ATVB","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\QISV997Z\Awan et al. - 2008 - Vascular Calcifications in Homozygote Familial Hypercholesterolemia.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444UFAG7","journalArticle","1976","Honda, Koichi; Yabe, Akira; Tanaka, Hideaki","Photochemistry of Cyclobutanes. I. Photolysis of Naphthalene <i>peri</i> -Fused Cyclobutanes in Rigid Media. Photocleavage from an Upper Triplet State","Bulletin of the Chemical Society of Japan","","0009-2673, 1348-0634","10.1246/bcsj.49.2384","https://academic.oup.com/bcsj/article/49/9/2384/7355578","Abstract             The photocleavage reaction of naphthalene perp-fused cyclobutanes (I–IV) in rigid media is found to proceed from one (or several) of the upper triplet states. Nearly planar cyclobutanes (I–III), which were photocleaved in fluid solutions to yield acenaphthylene and 1,2-ethylenedicarboxylic acid derivatives, afford 1,8-naphthalenediacrylic acid derivatives in addition to the above products by irradiation in rigid media. Twisted cyclobutane (IV), which is considerably stable to irradiation in fluid solutions, was also photocleaved in rigid media to give dimethyl 1,8-naphthalenediacrylate. An NMR study shows that the formation of these diacrylic acid derivatives from I–IV in rigid media is considerably stereospecific. The yield ratio of diacrylic acid derivatives to acenaphthylene formed in the photolysis of I–III is independent of the viscosity of the solvents, i.e., of the matrix rigidity, but depends on other properties of the rigid solvents. A concerted mechanism is proposed for the photocleavage reaction of I–IV in rigid media in order to explain the photochemistry different from that in fluid solutions.","1976-09-01","2025-04-14 18:37:26","2025-04-14 18:37:26","2025-04-14 18:37:26","2384-2390","","9","49","","","","","","","","","","en","https://academic.oup.com/pages/standard-publication-reuse-rights","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8P4ZUS5","journalArticle","2010","Völker, Sebastian F.; Uemura, Shinobu; Limpinsel, Moritz; Mingebach, Markus; Deibel, Carsten; Dyakonov, Vladimir; Lambert, Christoph","Macromol. Chem. Phys. 10/2010","Macromolecular Chemistry and Physics","","1022-1352, 1521-3935","10.1002/macp.201090020","https://onlinelibrary.wiley.com/doi/10.1002/macp.201090020","","2010-05-17","2025-04-14 18:37:27","2025-04-14 18:37:27","2025-04-14 18:37:27","macp.201090020","","10","211","","Macro Chemistry & Physics","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\5BPIZN4V\Völker et al. - 2010 - Macromol. Chem. Phys. 102010.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
